pers_originID,pers_nom,pers_prenom,pers_identifierInDataGouv,pers_picture
15811,Boyce,Josiane,PA267045,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267045.jpg
15821,Lorgeoux,Gérard,PA267049,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267049.jpg
15831,Lett,Céleste,PA267057,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267057.jpg
15841,"Giscard d'Estaing",Louis,PA267069,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267069.jpg
15881,Bertrand,Xavier,PA267080,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267080.jpg
15931,"Dionis du Séjour",Jean,PA267087,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267087.jpg
15941,Massat,Frédérique,PA267091,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267091.jpg
15951,Lefranc,Jean-Marc,PA267099,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267099.jpg
15961,Sandrier,Jean-Claude,PA2671,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2671.jpg
15971,Tharin,Irène,PA267105,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267105.jpg
15981,Vampa,Marc,PA267110,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267110.jpg
15991,Venot,Alain,PA267114,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267114.jpg
16001,Ménard,Christian,PA267118,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267118.jpg
16011,Dubrac,Gérard,PA267121,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267121.jpg
16021,Prévost,Daniel,PA267124,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267124.jpg
16031,Simon,Yves,PA267129,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267129.jpg
16041,Mazouaud,Bernard,PA267136,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267136.jpg
16051,Limonta,Fabien,PA267138,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267138.jpg
16061,Biancheri,Gabriel,PA267140,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267140.jpg
16071,Nicolas,Jean-Pierre,PA267144,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267144.jpg
16081,Gilard,Franck,PA267148,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267148.jpg
16091,Gorges,Jean-Pierre,PA267151,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267151.jpg
16101,Chatel,Luc,PA267165,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267165.jpg
16141,Delong,Sophie,PA267166,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267166.jpg
16151,Jacque,Édouard,PA267169,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267169.jpg
16161,Dhuicq,Nicolas,PA267178,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267178.jpg
16171,Cousin,Jean-Yves,PA267182,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267182.jpg
16181,Carrillon-Couvreur,Martine,PA267188,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267188.jpg
16191,Decocq,Christian,PA267197,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267197.jpg
16201,Perruchot,Nicolas,PA267209,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267209.jpg
16211,Artigues,Gilles,PA267213,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267213.jpg
16221,Mach,Daniel,PA267224,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267224.jpg
16231,Grosskost,Arlette,PA267227,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267227.jpg
16271,Heinrich,Michel,PA267246,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267246.jpg
16281,Bertrand,Jean-Michel,PA267249,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267249.jpg
16291,Spagnou,Daniel,PA267253,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267253.jpg
16301,Flory,Jean-Claude,PA267257,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267257.jpg
16311,Censi,Yves,PA267266,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267266.jpg
16321,Leteurtre,Claude,PA267270,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267270.jpg
16331,Tanguy,Hélène,PA267273,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267273.jpg
16341,Martin,Philippe,PA267278,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267278.jpg
16381,Lezeau,Michel,PA267283,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267283.jpg
16391,Wauquiez,Laurent,PA267285,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267285.jpg
16451,Roumegoux,Michel,PA267292,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267292.jpg
16461,Diefenbacher,Michel,PA267297,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267297.jpg
16501,Merly,Alain,PA267300,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267300.jpg
16511,Debray,Patrice,PA267309,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267309.jpg
16521,Briot,Maryvonne,PA267311,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267311.jpg
16531,Pavy,Béatrice,PA267314,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267314.jpg
16541,"Le Mèner",Dominique,PA267317,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267317.jpg
16551,Meslot,Damien,PA267327,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267327.jpg
16561,Weber,Gérard,PA267339,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267339.jpg
16571,Franco,Arlette,PA267350,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267350.jpg
16591,Christ,Jean-Louis,PA267358,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267358.jpg
16601,Diat,Robert,PA267366,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267366.jpg
16611,Calméjane,Patrice,PA267382,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267382.jpg
16621,Audifax,Bertho,PA267386,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267386.jpg
16641,Joissains-Masini,Maryse,PA267399,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267399.jpg
16651,"Le Brethon",Brigitte,PA267402,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267402.jpg
16661,Giacobbi,Paul,PA267407,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267407.jpg
16671,Régère,Jean-François,PA267416,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267416.jpg
16681,Garraud,Jean-Paul,PA267424,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267424.jpg
16691,Ménage,Pascal,PA267427,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267427.jpg
16701,Bourdouleix,Gilles,PA267433,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267433.jpg
16731,Chassain,Roland,PA267443,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267443.jpg
16741,Cugnenc,Paul-Henri,PA267456,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267456.jpg
16751,Aboud,Élie,PA267457,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267457.jpg
16761,Greff,Claude,PA267459,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267459.jpg
16781,Lancelin,Raymond,PA267460,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267460.jpg
16791,Piron,Michel,PA267469,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267469.jpg
16801,Mesquida,Kléber,PA267479,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267479.jpg
16811,Falala,Francis,PA267487,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267487.jpg
16821,Candelier,Jean-Jacques,PA267492,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267492.jpg
16831,Guilloteau,Christophe,PA267499,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267499.jpg
16841,Santini,André,PA2675,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2675.jpg
16851,Vitel,Philippe,PA267506,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267506.jpg
16861,Cortade,Alain,PA267509,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267509.jpg
16871,Lachaud,Yvan,PA267519,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267519.jpg
16901,Juillot,Dominique,PA267522,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267522.jpg
16921,Francina,Marc,PA267532,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267532.jpg
16931,Pane,Luce,PA267534,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267534.jpg
16941,Oget,Marie-Renée,PA267542,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267542.jpg
16951,Branget,Françoise,PA267545,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267545.jpg
16961,Burckhart-Vandevelde,Patricia,PA267549,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267549.jpg
16971,Lamblin,Jacques,PA267551,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267551.jpg
16981,Morano,Nadine,PA267553,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267553.jpg
17021,Marty,Alain,PA267556,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267556.jpg
17031,Barèges,Brigitte,PA267561,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267561.jpg
17051,Rolland,Jean-Marie,PA267570,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267570.jpg
17061,Renucci,Simon,PA267573,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267573.jpg
17071,Bonnot,Marcel,PA267576,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267576.jpg
17091,Fenech,Georges,PA267591,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267591.jpg
17101,Pons,Josette,PA267598,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267598.jpg
17111,Pécresse,Valérie,PA267605,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267605.jpg
17141,Vandewalle,Yves,PA267606,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267606.jpg
17181,"Da Silva",Carlos,PA267623,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267623.jpg
17191,Kosciusko-Morizet,Nathalie,PA267628,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267628.jpg
17231,Bobe,Jacques,PA267638,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267638.jpg
17241,Cosyns,Louis,PA267641,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267641.jpg
17251,Darciaux,Claude,PA267644,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267644.jpg
17261,Mourrut,Étienne,PA267647,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267647.jpg
17271,Roubaud,Jean-Marc,PA267650,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267650.jpg
17281,Hugon,Jean-Yves,PA267655,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267655.jpg
17291,Remiller,Jacques,PA267662,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267662.jpg
17311,Ginesy,Charles-Ange,PA267680,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267680.jpg
17321,Soulier,Frédéric,PA267686,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267686.jpg
17331,"de Rocca Serra",Camille,PA267689,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267689.jpg
17341,Adam,Patricia,PA267695,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267695.jpg
17351,Lamour,Marguerite,PA267698,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267698.jpg
17361,Tourtelier,Philippe,PA267705,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267705.jpg
17371,Appéré,Nathalie,PA267706,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267706.jpg
17381,Rouault,Philippe,PA267708,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267708.jpg
17391,Hénart,Laurent,PA267711,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267711.jpg
17401,Mallié,Richard,PA267719,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267719.jpg
17411,Thomas,Rodolphe,PA267723,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267723.jpg
17431,Lemière,Jean,PA267737,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267737.jpg
17461,Giro,Maurice,PA267747,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267747.jpg
17471,Païx,Bernadette,PA267756,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267756.jpg
17491,Villain,François-Xavier,PA267765,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267765.jpg
17501,Roy,Patrick,PA267768,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267768.jpg
17511,Patria,Christian,PA267773,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267773.jpg
17521,Cochet,Philippe,PA267775,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267775.jpg
17531,Victoria,René-Paul,PA267787,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267787.jpg
17551,Farreyrol,Jacqueline,PA267788,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267788.jpg
17561,Vautrin,Catherine,PA267797,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267797.jpg
17571,Feneuil,Philippe,PA267798,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267798.jpg
17581,Boullonnois,Roger,PA267807,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267807.jpg
17591,Brunel,Chantal,PA267810,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267810.jpg
17601,Geoffroy,Guy,PA267813,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267813.jpg
17621,Fagniez,Pierre-Louis,PA267816,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267816.jpg
17631,Bénisti,"Jacques Alain",PA267822,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267822.jpg
17641,Montchamp,Marie-Anne,PA267827,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267827.jpg
17661,Dosne,Olivier,PA267828,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267828.jpg
17671,"Le Bouillonnec",Jean-Yves,PA267835,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267835.jpg
17681,Jeanjean,Christian,PA267856,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267856.jpg
17691,Domergue,Jacques,PA267859,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267859.jpg
17711,Lecou,Robert,PA267862,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267862.jpg
17721,Siffredi,Georges,PA267875,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267875.jpg
17731,Poniatowski,Axel,PA267886,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267886.jpg
17741,Chartier,Jérôme,PA267895,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267895.jpg
17751,Sapin,Michel,PA2679,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2679.jpg
17821,Marland-Militello,Muriel,PA267903,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267903.jpg
17831,"Le Ridant",Jean-Pierre,PA267913,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267913.jpg
17841,Guilbert,Thérèse,PA267918,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267918.jpg
17851,Delcourt,Guy,PA267923,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267923.jpg
17861,Zanchi,Lilian,PA267931,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267931.jpg
17871,Billard,Martine,PA267950,https://www2.assemblee-nationale.fr/static/tribun/13/photos/267950.jpg
17881,Hoffman-Rispal,Danièle,PA267954,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267954.jpg
17891,Lepetit,Annick,PA267965,https://www2.assemblee-nationale.fr/static/tribun/14/photos/267965.jpg
17901,Dutoit,Frédéric,PA267986,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267986.jpg
17911,Masse,Christophe,PA267992,https://www2.assemblee-nationale.fr/static/tribun/12/photos/267992.jpg
17921,Flajolet,André,PA268001,https://www2.assemblee-nationale.fr/static/tribun/13/photos/268001.jpg
17941,Maurer,Jean-Philippe,PA268011,https://www2.assemblee-nationale.fr/static/tribun/13/photos/268011.jpg
17951,Rimane,Juliana,PA268029,https://www2.assemblee-nationale.fr/static/tribun/12/photos/268029.jpg
17961,Manscour,Louis-Joseph,PA268031,https://www2.assemblee-nationale.fr/static/tribun/13/photos/268031.jpg
17971,Edmond-Mariette,Philippe,PA268035,https://www2.assemblee-nationale.fr/static/tribun/12/photos/268035.jpg
17981,Jalton,Éric,PA268039,https://www2.assemblee-nationale.fr/static/tribun/14/photos/268039.jpg
18001,Louis-Carabin,Gabrielle,PA268042,https://www2.assemblee-nationale.fr/static/tribun/14/photos/268042.jpg
18011,Beaugendre,Joël,PA268045,https://www2.assemblee-nationale.fr/static/tribun/12/photos/268045.jpg
18041,Mussington,Louis,PA268049,https://www2.assemblee-nationale.fr/static/tribun/13/photos/268049.jpg
18051,Grouard,Serge,PA268051,https://www2.assemblee-nationale.fr/static/tribun/14/photos/268051.jpg
18061,Sarlot,Joël,PA2681,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2681.jpg
18071,Saugues,Odile,PA2685,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2685.jpg
18101,Sauvadet,François,PA2690,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2690.jpg
18121,Sauvan,Gilbert,PA2693,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2693.jpg
18131,Scellier,François,PA2700,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2700.jpg
18141,Schneider,André,PA2707,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2707.jpg
18151,Schosteck,Jean-Pierre,PA2708,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2708.jpg
18161,Andrieux,Sylvie,PA271,https://www2.assemblee-nationale.fr/static/tribun/14/photos/271.jpg
18171,Schreiner,Bernard,PA2710,https://www2.assemblee-nationale.fr/static/tribun/12/photos/2710.jpg
18181,Schwartzenberg,Roger-Gérard,PA2713,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2713.jpg
18221,Sicre,Henri,PA2737,https://www2.assemblee-nationale.fr/static/tribun/12/photos/2737.jpg
18251,Soisson,Jean-Pierre,PA2744,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2744.jpg
18281,Strauss-Kahn,Dominique,PA2769,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2769.jpg
18291,Suguenot,Alain,PA2775,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2775.jpg
18301,Taubira,Christiane,PA2791,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2791.jpg
18351,Terrasse,Pascal,PA2799,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2799.jpg
18361,Terrier,Gérard,PA2800,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2800.jpg
18371,Terrot,Michel,PA2801,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2801.jpg
18391,Thomas,Jean-Claude,PA2811,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2811.jpg
18401,Tian,Dominique,PA2815,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2815.jpg
18411,Tiberi,Jean,PA2816,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2816.jpg
18431,Touraine,Marisol,PA2825,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2825.jpg
18501,Trassy-Paillogues,Alfred,PA2832,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2832.jpg
18511,Tron,Georges,PA2843,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2843.jpg
18551,Ueberschlag,Jean,PA2850,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2850.jpg
18561,Vachet,Léon,PA2856,https://www2.assemblee-nationale.fr/static/tribun/12/photos/2856.jpg
18571,Vaillant,Daniel,PA2859,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2859.jpg
18591,Blanc,Christian,PA286166,https://www2.assemblee-nationale.fr/static/tribun/13/photos/286166.jpg
18681,Vanneste,Christian,PA2875,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2875.jpg
18691,Vannson,François,PA2876,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2876.jpg
18711,Vauzelle,Michel,PA2883,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2883.jpg
18731,Vaxès,Michel,PA2884,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2884.jpg
18741,"Le Moal",Colette,PA288865,https://www2.assemblee-nationale.fr/static/tribun/13/photos/288865.jpg
18761,Vergnier,Michel,PA2895,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2895.jpg
18781,Vézinhet,André,PA2904,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2904.jpg
18791,Vialatte,Jean-Sébastien,PA2907,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2907.jpg
18801,Vidalies,Alain,PA2912,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2912.jpg
18871,Vignoble,Gérard,PA2913,https://www2.assemblee-nationale.fr/static/tribun/12/photos/2913.jpg
18901,Viollet,Jean-Claude,PA2925,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2925.jpg
18921,Voisin,Michel,PA2936,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2936.jpg
18931,Voisin,Gérard,PA2937,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2937.jpg
18961,Vuilque,Philippe,PA2943,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2943.jpg
18971,Asensi,François,PA295,https://www2.assemblee-nationale.fr/static/tribun/14/photos/295.jpg
19031,Yanno,Gaël,PA2964,https://www2.assemblee-nationale.fr/static/tribun/13/photos/2964.jpg
19041,Zimmermann,Marie-Jo,PA2971,https://www2.assemblee-nationale.fr/static/tribun/14/photos/2971.jpg
19051,Zuccarelli,Émile,PA2973,https://www2.assemblee-nationale.fr/static/tribun/12/photos/2973.jpg
19071,Marcon,Jean-Pierre,PA303108,https://www2.assemblee-nationale.fr/static/tribun/13/photos/303108.jpg
19161,Hurel,Sandrine,PA304016,https://www2.assemblee-nationale.fr/static/tribun/14/photos/304016.jpg
19281,Aubron,Jean-Marie,PA307,https://www2.assemblee-nationale.fr/static/tribun/12/photos/307.jpg
19311,Martin,Hugues,PA308410,https://www2.assemblee-nationale.fr/static/tribun/12/photos/308410.jpg
19321,Besse,Véronique,PA309643,https://www2.assemblee-nationale.fr/static/tribun/14/photos/309643.jpg
19331,Auclair,Jean,PA312,https://www2.assemblee-nationale.fr/static/tribun/13/photos/312.jpg
19351,"Audibert Troin",Olivier,PA314,https://www2.assemblee-nationale.fr/static/tribun/14/photos/314.jpg
19361,Aurillac,Martine,PA320,https://www2.assemblee-nationale.fr/static/tribun/13/photos/320.jpg
19391,Autexier,Jean-Yves,PA324,https://www2.assemblee-nationale.fr/static/tribun/13/photos/324.jpg
19421,Ayrault,Jean-Marc,PA328,https://www2.assemblee-nationale.fr/static/tribun/14/photos/328.jpg
19471,Vasseur,Isabelle,PA330112,https://www2.assemblee-nationale.fr/static/tribun/13/photos/330112.jpg
19481,Chambefort,Guy,PA330118,https://www2.assemblee-nationale.fr/static/tribun/14/photos/330118.jpg
19491,Lesterlin,Bernard,PA330130,https://www2.assemblee-nationale.fr/static/tribun/14/photos/330130.jpg
19501,Mallot,Jean,PA330146,https://www2.assemblee-nationale.fr/static/tribun/13/photos/330146.jpg
19511,Marcel,Marie-Lou,PA330546,https://www2.assemblee-nationale.fr/static/tribun/14/photos/330546.jpg
19521,Jibrayel,Henri,PA330613,https://www2.assemblee-nationale.fr/static/tribun/14/photos/330613.jpg
19531,Pinville,Martine,PA330981,https://www2.assemblee-nationale.fr/static/tribun/14/photos/330981.jpg
19571,Quéré,Catherine,PA331014,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331014.jpg
19581,Gandolfi-Scheit,Sauveur,PA331146,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331146.jpg
19591,Erhel,Corinne,PA331282,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331282.jpg
19601,Debet,Michel,PA331339,https://www2.assemblee-nationale.fr/static/tribun/13/photos/331339.jpg
19611,Reynier,Franck,PA331442,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331442.jpg
19631,Urvoas,Jean-Jacques,PA331594,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331594.jpg
19661,"Le Loch",Annick,PA331658,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331658.jpg
19671,Lemorton,Catherine,PA331753,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331753.jpg
19681,Martinel,Martine,PA331807,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331807.jpg
19691,Delaunay,Michèle,PA331924,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331924.jpg
19711,Got,Pascale,PA331973,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331973.jpg
19721,Rousset,Alain,PA331990,https://www2.assemblee-nationale.fr/static/tribun/14/photos/331990.jpg
19731,Bachelot,Roselyne,PA332,https://www2.assemblee-nationale.fr/static/tribun/13/photos/332.jpg
19781,Faure,Martine,PA332015,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332015.jpg
19801,d'Ettore,Gilles,PA332154,https://www2.assemblee-nationale.fr/static/tribun/13/photos/332154.jpg
19811,Marsac,Jean-René,PA332206,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332206.jpg
19821,Gille,Jean-Patrick,PA332305,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332305.jpg
19831,Fioraso,Geneviève,PA332364,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332364.jpg
19921,Issindou,Michel,PA332384,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332384.jpg
19951,Gagnaire,Jean-Louis,PA332636,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332636.jpg
19961,Ménard,Michel,PA332796,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332796.jpg
19971,Bouillé,Marie-Odile,PA332843,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332843.jpg
19981,Boënnec,Philippe,PA332858,https://www2.assemblee-nationale.fr/static/tribun/13/photos/332858.jpg
19991,Carré,Olivier,PA332886,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332886.jpg
20001,Orliac,Dominique,PA332950,https://www2.assemblee-nationale.fr/static/tribun/14/photos/332950.jpg
20031,Goua,Marc,PA333043,https://www2.assemblee-nationale.fr/static/tribun/14/photos/333043.jpg
20051,Huet,Guénhaël,PA333134,https://www2.assemblee-nationale.fr/static/tribun/14/photos/333134.jpg
20061,Apparu,Benoist,PA333224,https://www2.assemblee-nationale.fr/static/tribun/14/photos/333224.jpg
20121,Féron,Hervé,PA333335,https://www2.assemblee-nationale.fr/static/tribun/14/photos/333335.jpg
20131,Rosso-Debord,Valérie,PA333352,https://www2.assemblee-nationale.fr/static/tribun/13/photos/333352.jpg
20141,Grall,Michel,PA333457,https://www2.assemblee-nationale.fr/static/tribun/13/photos/333457.jpg
20151,Olivier-Coupeau,Françoise,PA333494,https://www2.assemblee-nationale.fr/static/tribun/13/photos/333494.jpg
20161,Wojciechowski,André,PA333590,https://www2.assemblee-nationale.fr/static/tribun/13/photos/333590.jpg
20171,Filippetti,Aurélie,PA333611,https://www2.assemblee-nationale.fr/static/tribun/14/photos/333611.jpg
